method,solution,cut_value,execution_time,trial_seed,quality,graph_name,exact_optimum,schema_version
Classical SA (Metropolis),"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,0.013704061508178711,2674,1.0,R12,16,1
Classical SA (Metropolis),"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,0.013241052627563477,6940,1.0,R12,16,1
Classical SA (Metropolis),"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,0.013525009155273438,3522,1.0,R12,16,1
Classical SA (Metropolis),"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,0.013738870620727539,8155,1.0,R12,16,1
Classical SA (Metropolis),"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,0.014138936996459961,6248,1.0,R12,16,1
Classical SA (Metropolis),"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,0.013594865798950195,4197,1.0,R12,16,1
Classical SA (Metropolis),"[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,0.013621807098388672,2340,1.0,R12,16,1
Classical SA (Metropolis),"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,0.013658761978149414,6725,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,0.013387203216552734,4291,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,0.013911724090576172,2950,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,0.013597965240478516,2753,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,0.01380300521850586,7167,1.0,R12,16,1
Classical SA (Metropolis),"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,0.013456106185913086,5017,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,0.013388872146606445,1593,1.0,R12,16,1
Classical SA (Metropolis),"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,0.015017032623291016,3432,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,0.01380610466003418,4872,1.0,R12,16,1
Classical SA (Metropolis),"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,0.013460874557495117,5662,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,0.013487100601196289,2394,1.0,R12,16,1
Classical SA (Metropolis),"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,0.032119035720825195,2528,1.0,R12,16,1
Classical SA (Metropolis),"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,0.013247013092041016,5497,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,2.1002299785614014,2674,1.0,R12,16,1
Tabu Search,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,2.100330114364624,6940,1.0,R12,16,1
Tabu Search,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,2.0998167991638184,3522,1.0,R12,16,1
Tabu Search,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,2.0996649265289307,8155,1.0,R12,16,1
Tabu Search,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,2.1003057956695557,6248,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,2.0999069213867188,4197,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,2.0998198986053467,2340,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",16,2.0998899936676025,6725,1.0,R12,16,1
Tabu Search,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,2.0999321937561035,4291,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,2.100586175918579,2950,1.0,R12,16,1
Tabu Search,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,2.0998919010162354,2753,1.0,R12,16,1
Tabu Search,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",16,2.0996248722076416,7167,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,2.1130058765411377,5017,1.0,R12,16,1
Tabu Search,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,2.100034713745117,1593,1.0,R12,16,1
Tabu Search,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",16,2.1004679203033447,3432,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,2.0996479988098145,4872,1.0,R12,16,1
Tabu Search,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,2.100011110305786,5662,1.0,R12,16,1
Tabu Search,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",16,2.101004123687744,2394,1.0,R12,16,1
Tabu Search,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",16,2.1033589839935303,2528,1.0,R12,16,1
Tabu Search,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",16,2.1003599166870117,5497,1.0,R12,16,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.017690181732177734,9447,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,0.01760101318359375,7937,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.017390966415405273,5877,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.017865896224975586,9612,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.017463207244873047,2319,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.017522811889648438,4456,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.017102718353271484,7309,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.01747608184814453,8246,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.017511844635009766,9572,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.01763296127319336,2474,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.017737150192260742,7177,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.01705026626586914,9971,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.017490863800048828,5861,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.017561912536621094,7229,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.017795085906982422,9580,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.017468929290771484,2268,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,0.01740860939025879,8542,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.01724076271057129,2974,1.0,R16,21,1
Classical SA (Metropolis),"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,0.017583847045898438,9700,1.0,R16,21,1
Classical SA (Metropolis),"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,0.017479896545410156,7455,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,2.1006531715393066,9447,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.099828004837036,7937,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.1000969409942627,5877,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,2.1004559993743896,9612,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.099982976913452,2319,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.0998740196228027,4456,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,2.1004209518432617,7309,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.1020281314849854,8246,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.0997791290283203,9572,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",21,2.099820137023926,2474,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.099705219268799,7177,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,2.0996580123901367,9971,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,2.1107900142669678,5861,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.1667940616607666,7229,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.100212812423706,9580,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.0999417304992676,2268,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.100003957748413,8542,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",21,2.1001720428466797,2974,1.0,R16,21,1
Tabu Search,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",21,2.099825143814087,9700,1.0,R16,21,1
Tabu Search,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",21,2.099900960922241,7455,1.0,R16,21,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.02152705192565918,9962,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.0217130184173584,7475,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.045499324798583984,5948,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021257877349853516,2695,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.0210878849029541,5373,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021322965621948242,7636,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021361112594604492,2815,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021270751953125,6650,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.021250009536743164,8481,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.021167993545532227,3183,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.02155590057373047,4101,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.021295785903930664,9923,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021309852600097656,8210,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.021607160568237305,8230,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.021381855010986328,8383,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.02131509780883789,7445,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.021369218826293945,1276,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.02126479148864746,7768,1.0,R20,27,1
Classical SA (Metropolis),"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,0.022132396697998047,6297,1.0,R20,27,1
Classical SA (Metropolis),"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,0.02145981788635254,6909,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.099715232849121,9962,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.101947069168091,7475,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.115250825881958,5948,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.1001620292663574,2695,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.100292921066284,5373,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.101187229156494,7636,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.1000759601593018,2815,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.1001689434051514,6650,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.1001381874084473,8481,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.100335121154785,3183,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.099792003631592,4101,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.1002070903778076,9923,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.1001219749450684,8210,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.0997869968414307,8230,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.100119113922119,8383,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.1038827896118164,7445,1.0,R20,27,1
Tabu Search,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",27,2.0999531745910645,1276,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.100203037261963,7768,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.100275993347168,6297,1.0,R20,27,1
Tabu Search,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",27,2.099984884262085,6909,1.0,R20,27,1
